 NOMBRE : egl-s3-B
 COMENTARIO : 14291. (cota superior)
 VERTICES : 140
 ARISTAS_REQ : 159
 ARISTAS_NOREQ : 31
 VEHICULOS : 22
 CAPACIDAD : 160
 TIPO_COSTES_ARISTAS : EXPLICITOS 
 COSTE_TOTAL_REQ : 3379
 LISTA_ARISTAS_REQ :
 ( 5, 6)   coste 26   demanda 26
 ( 6, 8)   coste 10   demanda 10
 ( 8, 9)   coste 37   demanda 37
 ( 8, 11)   coste 48   demanda 48
 ( 11, 12)   coste 25   demanda 25
 ( 12, 13)   coste 12   demanda 12
 ( 13, 14)   coste 18   demanda 18
 ( 10, 15)   coste 13   demanda 13
 ( 15, 16)   coste 8   demanda 8
 ( 15, 17)   coste 13   demanda 13
 ( 13, 17)   coste 6   demanda 6
 ( 13, 16)   coste 12   demanda 12
 ( 17, 18)   coste 8   demanda 8
 ( 10, 19)   coste 28   demanda 28
 ( 12, 20)   coste 34   demanda 34
 ( 20, 21)   coste 58   demanda 58
 ( 20, 22)   coste 10   demanda 10
 ( 20, 24)   coste 33   demanda 33
 ( 23, 24)   coste 56   demanda 56
 ( 24, 25)   coste 10   demanda 10
 ( 25, 26)   coste 48   demanda 48
 ( 25, 27)   coste 19   demanda 19
 ( 27, 28)   coste 6   demanda 6
 ( 28, 29)   coste 5   demanda 5
 ( 28, 30)   coste 5   demanda 5
 ( 30, 31)   coste 41   demanda 41
 ( 30, 32)   coste 28   demanda 28
 ( 29, 33)   coste 52   demanda 52
 ( 11, 33)   coste 24   demanda 24
 ( 34, 139)   coste 49   demanda 49
 ( 34, 35)   coste 59   demanda 59
 ( 35, 36)   coste 4   demanda 4
 ( 35, 37)   coste 17   demanda 17
 ( 36, 37)   coste 20   demanda 20
 ( 36, 38)   coste 25   demanda 25
 ( 38, 39)   coste 6   demanda 6
 ( 39, 40)   coste 18   demanda 18
 ( 40, 41)   coste 12   demanda 12
 ( 38, 41)   coste 10   demanda 10
 ( 41, 47)   coste 99   demanda 99
 ( 37, 42)   coste 17   demanda 17
 ( 42, 43)   coste 5   demanda 5
 ( 37, 43)   coste 16   demanda 16
 ( 43, 44)   coste 31   demanda 31
 ( 44, 45)   coste 14   demanda 14
 ( 34, 45)   coste 4   demanda 4
 ( 42, 47)   coste 4   demanda 4
 ( 46, 47)   coste 7   demanda 7
 ( 43, 46)   coste 5   demanda 5
 ( 33, 139)   coste 13   demanda 13
 ( 48, 49)   coste 10   demanda 10
 ( 48, 50)   coste 8   demanda 8
 ( 50, 51)   coste 30   demanda 30
 ( 51, 52)   coste 12   demanda 12
 ( 52, 53)   coste 12   demanda 12
 ( 53, 140)   coste 24   demanda 24
 ( 49, 140)   coste 24   demanda 24
 ( 54, 55)   coste 10   demanda 10
 ( 55, 56)   coste 4   demanda 4
 ( 56, 57)   coste 49   demanda 49
 ( 57, 58)   coste 20   demanda 20
 ( 58, 59)   coste 40   demanda 40
 ( 59, 60)   coste 18   demanda 18
 ( 45, 60)   coste 15   demanda 15
 ( 60, 61)   coste 35   demanda 35
 ( 59, 61)   coste 31   demanda 31
 ( 49, 61)   coste 13   demanda 13
 ( 57, 62)   coste 14   demanda 14
 ( 62, 63)   coste 7   demanda 7
 ( 63, 64)   coste 9   demanda 9
 ( 64, 65)   coste 15   demanda 15
 ( 62, 66)   coste 37   demanda 37
 ( 66, 67)   coste 33   demanda 33
 ( 67, 68)   coste 9   demanda 9
 ( 67, 69)   coste 4   demanda 4
 ( 69, 70)   coste 8   demanda 8
 ( 70, 71)   coste 9   demanda 9
 ( 69, 71)   coste 6   demanda 6
 ( 71, 72)   coste 9   demanda 9
 ( 72, 73)   coste 18   demanda 18
 ( 72, 74)   coste 15   demanda 15
 ( 73, 74)   coste 5   demanda 5
 ( 44, 73)   coste 36   demanda 36
 ( 71, 75)   coste 36   demanda 36
 ( 75, 76)   coste 47   demanda 47
 ( 74, 76)   coste 27   demanda 27
 ( 76, 77)   coste 10   demanda 10
 ( 46, 77)   coste 16   demanda 16
 ( 77, 78)   coste 15   demanda 15
 ( 78, 79)   coste 12   demanda 12
 ( 79, 80)   coste 12   demanda 12
 ( 79, 81)   coste 9   demanda 9
 ( 80, 81)   coste 10   demanda 10
 ( 80, 82)   coste 16   demanda 16
 ( 82, 83)   coste 10   demanda 10
 ( 81, 83)   coste 17   demanda 17
 ( 82, 84)   coste 13   demanda 13
 ( 83, 84)   coste 18   demanda 18
 ( 84, 85)   coste 10   demanda 10
 ( 85, 86)   coste 20   demanda 20
 ( 86, 87)   coste 4   demanda 4
 ( 89, 92)   coste 10   demanda 10
 ( 82, 92)   coste 26   demanda 26
 ( 84, 92)   coste 29   demanda 29
 ( 64, 93)   coste 28   demanda 28
 ( 63, 93)   coste 25   demanda 25
 ( 95, 96)   coste 8   demanda 8
 ( 96, 97)   coste 17   demanda 17
 ( 97, 98)   coste 3   demanda 3
 ( 96, 99)   coste 10   demanda 10
 ( 97, 99)   coste 37   demanda 37
 ( 99, 100)   coste 33   demanda 33
 ( 102, 104)   coste 21   demanda 21
 ( 104, 105)   coste 6   demanda 6
 ( 105, 106)   coste 15   demanda 15
 ( 106, 107)   coste 28   demanda 28
 ( 107, 108)   coste 25   demanda 25
 ( 106, 108)   coste 38   demanda 38
 ( 108, 109)   coste 103   demanda 103
 ( 107, 110)   coste 8   demanda 8
 ( 110, 111)   coste 7   demanda 7
 ( 110, 112)   coste 13   demanda 13
 ( 107, 112)   coste 13   demanda 13
 ( 112, 113)   coste 4   demanda 4
 ( 103, 113)   coste 46   demanda 46
 ( 113, 114)   coste 12   demanda 12
 ( 114, 115)   coste 36   demanda 36
 ( 115, 116)   coste 10   demanda 10
 ( 1, 116)   coste 18   demanda 18
 ( 116, 117)   coste 19   demanda 19
 ( 115, 117)   coste 20   demanda 20
 ( 2, 117)   coste 16   demanda 16
 ( 117, 118)   coste 49   demanda 49
 ( 117, 119)   coste 24   demanda 24
 ( 119, 120)   coste 14   demanda 14
 ( 114, 118)   coste 58   demanda 58
 ( 4, 124)   coste 67   demanda 67
 ( 124, 126)   coste 11   demanda 11
 ( 126, 127)   coste 15   demanda 15
 ( 127, 128)   coste 22   demanda 22
 ( 3, 128)   coste 41   demanda 41
 ( 128, 129)   coste 23   demanda 23
 ( 127, 129)   coste 11   demanda 11
 ( 126, 130)   coste 35   demanda 35
 ( 126, 131)   coste 26   demanda 26
 ( 131, 132)   coste 5   demanda 5
 ( 132, 133)   coste 7   demanda 7
 ( 133, 134)   coste 10   demanda 10
 ( 133, 135)   coste 19   demanda 19
 ( 134, 135)   coste 14   demanda 14
 ( 134, 136)   coste 31   demanda 31
 ( 136, 137)   coste 29   demanda 29
 ( 136, 138)   coste 5   demanda 5
 ( 131, 138)   coste 47   demanda 47
 ( 125, 138)   coste 20   demanda 20
 ( 55, 140)   coste 14   demanda 14
 ( 54, 140)   coste 18   demanda 18
 ( 11, 27)   coste 50   demanda 50
 ( 58, 70)   coste 11   demanda 11
 LISTA_ARISTAS_NOREQ :
 ( 6, 7)   coste 21
 ( 9, 10)   coste 12
 ( 18, 19)   coste 6
 ( 21, 23)   coste 55
 ( 23, 26)   coste 20
 ( 26, 31)   coste 12
 ( 48, 139)   coste 49
 ( 56, 65)   coste 30
 ( 86, 88)   coste 33
 ( 88, 89)   coste 14
 ( 88, 90)   coste 12
 ( 90, 91)   coste 7
 ( 68, 90)   coste 67
 ( 66, 91)   coste 69
 ( 93, 94)   coste 17
 ( 94, 95)   coste 49
 ( 94, 100)   coste 17
 ( 94, 101)   coste 4
 ( 66, 101)   coste 28
 ( 101, 102)   coste 17
 ( 102, 103)   coste 42
 ( 91, 103)   coste 27
 ( 91, 118)   coste 35
 ( 118, 121)   coste 17
 ( 120, 121)   coste 16
 ( 121, 122)   coste 8
 ( 87, 122)   coste 15
 ( 122, 123)   coste 15
 ( 123, 124)   coste 29
 ( 120, 123)   coste 32
 ( 123, 125)   coste 32
 DEPOSITO :   1
MAENS: 
0, 7997	1.686431, 4897	3.319087, 4854	4.667231, 4686	5.548840, 4686	6.297211, 4627	7.106396, 4553	7.753767, 4499	8.464707, 4499	9.155843, 4499	9.659582, 4424	10.230290, 4424	10.802782, 4424	11.462820, 4358	12.071770, 4351	12.684570, 4351	13.292865, 4351	13.794016, 4276	14.526208, 4098	15.230065, 4098	15.735182, 4098	16.578618, 4095	17.235471, 4095	17.985072, 4095	18.697487, 3989	19.307245, 3989	19.803545, 3989	20.441832, 3989	21.097306, 3989	21.688574, 3989	22.281935, 3989	22.867295, 3989	23.457657, 3989	24.080966, 3989	24.675170, 3989	25.237768, 3989	25.713245, 3989	26.350692, 3989	27.092624, 3989	27.627275, 3989	28.220768, 3989	28.732757, 3989	29.359859, 3989	29.819402, 3989	30.467035, 3989	
MAENS: 
0, 30729	7.259087, 25091	11.848574, 25091	13.145116, 25091	15.670373, 25091	18.249920, 25091	20.991685, 25091	22.928617, 25091	25.753192, 25037	27.999320, 25037	30.385729, 25008	
MAENS: 
0, 7604	3.003357, 4849	4.862629, 4849	7.209267, 4833	8.724189, 4522	9.963203, 4522	11.056041, 4522	12.000461, 4522	13.319549, 4522	14.635317, 4522	15.628354, 4477	16.867137, 4471	18.199110, 4436	19.206772, 4341	20.261464, 4312	21.471955, 4312	22.425751, 4292	23.448402, 4222	24.629304, 4222	25.563699, 4178	26.511891, 4178	27.609036, 4178	28.379113, 4170	29.405984, 4170	30.647411, 4170	
MAENS: 
0, 30401	10.445223, 25184	18.908340, 25060	22.076773, 24970	24.972291, 24944	27.152955, 24930	30.195347, 24842	
MAENS: 
0, 7604	2.996425, 4849	4.860480, 4849	7.235523, 4833	8.780087, 4522	10.045165, 4522	11.159847, 4522	12.125149, 4522	13.470876, 4522	14.802448, 4522	15.813114, 4477	17.073692, 4471	18.426044, 4436	19.453415, 4341	20.530507, 4312	21.747956, 4312	22.699900, 4292	23.725144, 4222	24.909454, 4222	25.844430, 4178	26.793044, 4178	27.892717, 4178	28.672971, 4170	29.714835, 4170	30.970202, 4170	
MAENS: 
0, 30401	10.281372, 25184	18.678450, 25060	21.839611, 24970	24.731871, 24944	26.912021, 24930	29.949693, 24842	32.547418, 24842	
MAENS: 
0, 7604	2.991845, 4849	4.824250, 4849	7.202630, 4833	8.749481, 4522	10.015139, 4522	11.130878, 4522	12.094484, 4522	13.425817, 4522	14.751938, 4522	15.761825, 4477	17.023990, 4471	18.377917, 4436	19.404432, 4341	20.479145, 4312	21.698491, 4312	22.651391, 4292	23.673025, 4222	24.852850, 4222	25.786570, 4178	26.735095, 4178	27.829080, 4178	28.598980, 4170	29.626867, 4170	30.866277, 4170	
MAENS: 
0, 30401	10.299750, 25184	18.689662, 25060	21.844356, 24970	24.726783, 24944	26.897644, 24930	29.931421, 24842	32.526465, 24842	
MAENS: 
0, 7604	1.516040, 4849	2.450238, 4849	3.655556, 4833	4.447249, 4522	5.093639, 4522	5.662034, 4522	6.152224, 4522	6.836184, 4522	7.519375, 4522	8.037557, 4477	8.683748, 4471	9.379154, 4436	9.905532, 4341	10.456451, 4312	11.079538, 4312	11.567760, 4292	12.091520, 4222	12.696582, 4222	13.173758, 4178	13.662458, 4178	14.225595, 4178	14.621330, 4170	15.148926, 4170	15.784504, 4170	16.206752, 4170	16.864370, 4135	17.294473, 4135	17.883175, 3964	18.374079, 3964	18.945007, 3964	19.440493, 3964	19.925003, 3964	20.462304, 3964	21.025048, 3964	21.433445, 3964	21.972395, 3964	22.492105, 3964	23.099386, 3964	23.612945, 3964	24.213714, 3964	24.984839, 3964	25.432030, 3964	25.988733, 3964	26.478549, 3964	26.899503, 3964	27.263962, 3964	27.873327, 3964	28.457223, 3935	28.969918, 3935	29.505832, 3926	29.986107, 3926	30.438737, 3926	
MAENS: 
0, 30401	5.199049, 25184	9.462044, 25060	11.092638, 24970	12.590861, 24944	13.713914, 24930	15.278966, 24842	16.615249, 24842	17.885698, 24842	19.753630, 24842	20.824725, 24842	21.979498, 24816	23.438041, 24816	24.276642, 24816	25.595807, 24800	26.950210, 24780	27.916430, 24722	29.047445, 24722	30.602067, 24722	
MAENS: 
0, 7604	1.518433, 4849	2.452256, 4849	3.658976, 4833	4.448294, 4522	5.094373, 4522	5.664089, 4522	6.155559, 4522	6.834751, 4522	7.515169, 4522	8.035047, 4477	8.681754, 4471	9.375011, 4436	9.902324, 4341	10.454638, 4312	11.079597, 4312	11.569629, 4292	12.095265, 4222	12.704544, 4222	13.185061, 4178	13.679262, 4178	14.243669, 4178	14.639950, 4170	15.165487, 4170	15.802886, 4170	16.225599, 4170	16.885513, 4135	17.315575, 4135	17.902568, 3964	18.391513, 3964	18.962709, 3964	19.456591, 3964	19.940180, 3964	20.473582, 3964	21.040594, 3964	21.450321, 3964	21.991506, 3964	22.512925, 3964	23.116941, 3964	23.630913, 3964	24.231457, 3964	25.002781, 3964	25.449326, 3964	26.008358, 3964	26.499425, 3964	26.922872, 3964	27.289201, 3964	27.900429, 3964	28.486469, 3935	29.003093, 3935	29.540298, 3926	30.022289, 3926	
MAENS: 
0, 30401	5.184020, 25184	9.445686, 25060	11.066909, 24970	12.561657, 24944	13.682209, 24930	15.243663, 24842	16.575196, 24842	17.840885, 24842	19.701870, 24842	20.770523, 24842	21.920202, 24816	23.373760, 24816	24.213129, 24816	25.530835, 24800	26.881359, 24780	27.847237, 24722	28.975173, 24722	30.523384, 24722	
MAENS: 
0, 7604	1.519389, 4849	2.456892, 4849	3.666207, 4833	4.456908, 4522	5.105674, 4522	5.676451, 4522	6.168965, 4522	6.850845, 4522	7.532300, 4522	8.058205, 4477	8.704422, 4471	9.399334, 4436	9.927269, 4341	10.480016, 4312	11.104974, 4312	11.594834, 4292	12.120844, 4222	12.727264, 4222	13.206090, 4178	13.696271, 4178	14.260871, 4178	14.658591, 4170	15.184819, 4170	15.822415, 4170	16.245654, 4170	16.906168, 4135	17.338162, 4135	17.927234, 3964	18.419022, 3964	18.992914, 3964	19.488230, 3964	19.972496, 3964	20.506962, 3964	21.072354, 3964	21.483210, 3964	22.024112, 3964	22.545761, 3964	23.151078, 3964	23.666504, 3964	24.267976, 3964	25.041786, 3964	25.491463, 3964	26.050486, 3964	26.542426, 3964	26.965140, 3964	27.330229, 3964	27.941489, 3964	28.528374, 3935	29.043416, 3935	29.581341, 3926	30.063390, 3926	
MAENS: 
0, 30401	5.192602, 25184	9.438693, 25060	11.067044, 24970	12.568266, 24944	13.689255, 24930	15.253617, 24842	16.589656, 24842	17.859145, 24842	19.723698, 24842	20.795081, 24842	21.948576, 24816	23.407363, 24816	24.245663, 24816	25.562784, 24800	26.914378, 24780	27.882002, 24722	29.013249, 24722	30.568155, 24722	
MAENS: 
0, 7604	1.525689, 4849	2.458738, 4849	3.664148, 4833	4.453458, 4522	5.101759, 4522	5.671291, 4522	6.163032, 4522	6.842503, 4522	7.521633, 4522	8.041157, 4477	8.686833, 4471	9.380137, 4436	9.907543, 4341	10.460250, 4312	11.084963, 4312	11.575772, 4292	12.101580, 4222	12.706870, 4222	13.184634, 4178	13.680990, 4178	14.273307, 4178	14.675538, 4170	15.206008, 4170	15.843086, 4170	16.265381, 4170	16.926674, 4135	17.361481, 4135	17.991107, 3964	18.508423, 3964	19.097899, 3964	19.604612, 3964	20.095621, 3964	20.632417, 3964	21.196853, 3964	21.606508, 3964	22.147667, 3964	22.669012, 3964	23.273250, 3964	23.788402, 3964	24.392114, 3964	25.166346, 3964	25.615734, 3964	26.174826, 3964	26.666917, 3964	27.089688, 3964	27.455509, 3964	28.066683, 3964	28.652982, 3935	29.167697, 3935	29.704817, 3926	30.186649, 3926	
MAENS: 
0, 7604	1.522415, 4849	2.456277, 4849	3.662564, 4833	4.451159, 4522	5.098511, 4522	5.668216, 4522	6.159363, 4522	6.839450, 4522	7.517972, 4522	8.037350, 4477	8.683674, 4471	9.376274, 4436	9.903643, 4341	10.456059, 4312	11.080767, 4312	11.570720, 4292	12.094935, 4222	12.700652, 4222	13.178780, 4178	13.669296, 4178	14.234789, 4178	14.631623, 4170	15.157310, 4170	15.794498, 4170	16.217170, 4170	16.876403, 4135	17.308189, 4135	17.895481, 3964	18.383857, 3964	18.953525, 3964	19.446546, 3964	19.929029, 3964	20.462006, 3964	21.025918, 3964	21.435127, 3964	21.975309, 3964	22.496100, 3964	23.101235, 3964	23.617128, 3964	24.219420, 3964	24.992737, 3964	25.441499, 3964	25.999655, 3964	26.490889, 3964	26.913148, 3964	27.278866, 3964	27.888787, 3964	28.474359, 3935	28.988283, 3935	29.525811, 3926	30.007234, 3926	
MAENS: 
0, 30401	5.352575, 25184	9.596636, 25060	11.224664, 24970	12.722215, 24944	13.844924, 24930	15.406483, 24842	16.741969, 24842	18.009058, 24842	19.870001, 24842	20.937535, 24842	22.086583, 24816	23.541289, 24816	24.380400, 24816	25.697197, 24800	27.047948, 24780	28.014163, 24722	29.141468, 24722	30.690105, 24722	
MAENS: 
0, 6031	0.686182, 4415	1.207381, 4350	1.566631, 4345	1.974971, 4345	2.510110, 4290	2.926954, 4290	3.272081, 4192	3.580466, 4192	3.979745, 4038	4.456174, 4038	4.799791, 3942	5.226663, 3942	5.626068, 3942	5.879533, 3913	6.244784, 3913	6.634851, 3796	6.999614, 3796	7.355988, 3796	7.677108, 3796	7.925898, 3796	8.291016, 3796	8.673757, 3796	8.970247, 3796	9.258086, 3796	9.490463, 3796	9.932949, 3796	10.178806, 3785	10.451214, 3785	10.958665, 3732	11.343135, 3732	11.750527, 3713	12.081821, 3696	12.312413, 3696	12.592868, 3696	12.959267, 3696	13.396361, 3696	13.790362, 3520	14.078746, 3520	14.395258, 3520	14.768530, 3520	15.043110, 3520	15.431950, 3520	15.752469, 3520	16.070251, 3520	16.386172, 3520	16.670163, 3506	16.964095, 3506	17.258808, 3506	17.537822, 3506	17.897191, 3506	18.167454, 3506	18.511919, 3418	18.787594, 3418	19.148515, 3418	19.500853, 3418	19.893877, 3418	20.247838, 3418	20.574113, 3418	20.815235, 3418	21.174108, 3418	21.448944, 3418	21.775911, 3418	22.138775, 3418	22.491254, 3418	22.843408, 3418	23.160395, 3418	23.488088, 3399	23.787263, 3399	24.111609, 3399	24.450551, 3399	24.726266, 3399	24.957847, 3399	25.336407, 3399	25.582852, 3399	25.936590, 3399	26.259847, 3399	26.635089, 3399	26.910927, 3399	27.280340, 3399	27.575766, 3399	27.868595, 3399	28.260495, 3399	28.624272, 3399	28.964898, 3399	29.309353, 3399	29.630303, 3399	30.004856, 3399	
MAENS: 
